WineName,Vintage,VineyardName,Country,Region,Type,Size(ml),Varietal,Critic,Rating,Price,CatalogueRemark,VivinoRating,Dry-Sweet,Light-Bold,Soft-Acidic,Smooth-Tannic,Gentle-Fizzy,NumVivinoRaters,NumReviews,VivinoRemarks,VivinoURL,VivinoPrice,VivinoRetailer,VivinoAvailableVintage,On-PremiseExclusive,Organic and/Or Bio-dynamic,Natural Winemaking,Sustainable Winegrowing,No Preservative
Cote-Rotie *Limited,2013,Domaine Jamet,France,Rhone,Red,750,Syrah,JS,94,165,Limited,4.4,2,8,8,8,,262,306,,https://www.vivino.com/jamet-jean-paul-cote-rotie/w/1179007?year=2013,$318.00,Vini Vino,2014,N,N,N,N,N
Cote-Rotie,2015,Domaine Jamet,France,Rhone,Red,750,Syrah,JS,95,178,,4.3,2,8,8,8,,147,306,Latest vintage available. Cheapest vintage available,https://www.vivino.com/jamet-jean-paul-cote-rotie/w/1179007?year=2015,$318.00,Vini Vino,2015,N,N,N,N,N
Cote-Rotie,2016,Domaine Jamet,France,Rhone,Red,750,Syrah,,,178,,4.3,2,8,8,8,,65,306,,https://www.vivino.com/jamet-jean-paul-cote-rotie/w/1179007?year=2016,$318.00,Vini Vino,2015,N,N,N,N,N
Condrieu ,2016,Domaine Andre-Perret,France,Rhone,White,750,Viognier,JS,92,96,,3.9,3,9,4,,,94,38,Popular among Vivino users. More than 90 ratings,https://www.vivino.com/andre-perret-condrieu/w/1103316?year=2016,,,,N,N,N,N,N
Condrieu,2018,Domaine Andre-Perret,France,Rhone,White,750,Viognier,,,96,,3.9,3,9,4,,,22,38,,https://www.vivino.com/andre-perret-condrieu/w/1103316?year=2018,,,,N,N,N,N,N
Coteaux de Chery Condrieu ,2015,Domaine Andre-Perret,France,Rhone,White,750,Viognier,RP,96,119,,4.3,3,8,3,,,171,110,Popular among Vivino users. More than 100 ratings,https://www.vivino.com/andre-perret-condrieu-chery/w/1103309?year=2015,,,,N,N,N,N,N
Coteaux de Chery Condrieu,2016,Domaine Andre-Perret,France,Rhone,White,750,Viognier,JS,94,119,,4.3,3,8,3,,,140,110,,https://www.vivino.com/andre-perret-condrieu-chery/w/1103309?year=2016,,,,N,N,N,N,N
Coteaux de Chery Condrieu - Pint ,2017,Domaine Andre-Perret,France,Rhone,White,375,Viognier,,,66,,,,,,,,,,,,,,,N,N,N,N,N
Clos Chanson Condrieu ,2016,Domaine Andre-Perret,France,Rhone,White,750,Viognier,RP,94,119,,3.9,3,9,4,,,11,28,,https://www.vivino.com/andre-perret-condrieu-clos-chanson/w/1103313?year=2016,$169.00,Vini Vino,2015,N,N,N,N,N
Clos Chanson Condrieu,2017,Domaine Andre-Perret,France,Rhone,White,750,Viognier,,,119,,4.3,3,9,4,,,,28,,https://www.vivino.com/andre-perret-condrieu-clos-chanson/w/1103313?year=2017,$169.00,Vini Vino,2015,N,N,N,N,N
Saint-Joseph Blanc,2017,Domaine Andre-Perret,France,Rhone,White,750,Marsanne & Roussanne,,,69,,3.8,3,6,4,,,,18,,https://www.vivino.com/andre-perret-saint-joseph-blanc/w/1103315?year=2017,,,,N,N,N,N,N
Saint-Joseph Rouge *Limited,2014,Domaine Andre-Perret,France,Rhone,Red,750,Syrah,,,56,Limited,3.7,2,9,7,7,,122,83,,https://www.vivino.com/andre-perret-saint-joseph/w/1251137?year=2014,$86.00,Vini Vino,2015,N,N,N,N,N
Saint-Joseph Rouge,2015,Domaine Andre-Perret,France,Rhone,Red,750,Syrah,RP,92,56,,3.9,2,9,7,7,,125,83,Among top 5% of all wines in the world,https://www.vivino.com/andre-perret-saint-joseph/w/1251137?year=2015,$86.00,Vini Vino,2015,N,N,N,N,N
Saint-Joseph Rouge,2016,Domaine Andre-Perret,France,Rhone,Red,750,Syrah,RP,90,60,,3.8,2,9,7,7,,138,83,Popular among Vivino users. More than 100 ratings,https://www.vivino.com/andre-perret-saint-joseph/w/1251137?year=2016,$86.00,Vini Vino,2015,N,N,N,N,N
Saint-Joseph Rouge,2017,Domaine Andre-Perret,France,Rhone,Red,750,Syrah,,,60,,3.9,2,9,7,7,,73,83,,https://www.vivino.com/andre-perret-saint-joseph/w/1251137?year=2017,$86.00,Vini Vino,2015,N,N,N,N,N
"Cuvee Vielles Vignes, Les Grisieres Sanit Joseph *Limited",2014,Domaine Andre-Perret,France,Rhone,Red,750,Syrah,RP,90,70,Limited,4.1,2,9,7,7,,47,34,,https://www.vivino.com/andre-perret-les-grisieres-saint-joseph/w/1103311?year=2014,$109.00,Vini Vino,2015,N,N,N,N,N
"Cuvee Vielles Vignes, Les Grisieres Sanit Joseph *Limited",2015,Domaine Andre-Perret,France,Rhone,Red,750,Syrah,RP,94,70,Limited,4.1,2,9,7,7,,70,34,Popular among Vivino users. More than 70 ratings,https://www.vivino.com/andre-perret-les-grisieres-saint-joseph/w/1103311?year=2015,$109.00,Vini Vino,2015,N,N,N,N,N
"Cuvee Vielles Vignes, Les Grisieres Sanit Joseph *Limited",2017,Domaine Andre-Perret,France,Rhone,Red,750,Syrah,RP,94,70,Limited,4,2,9,7,7,,,34,,https://www.vivino.com/andre-perret-les-grisieres-saint-joseph/w/1103311?year=2017,$109.00,Vini Vino,2015,N,Y,N,N,N
Cabretta AOP Faugeres Blanc,2016,Mas D'Alezon & Clovallon,France,Languedoc,White,750,"Clairette Roussanne, Grenache Blanc, Gris",,,48,,3.7,1,7,6,,,46,8,Popular among Vivino users. More than 40 ratings,https://www.vivino.com/mas-d-alezon-cabretta-faugeres/w/2162488?year=2016,$69.00,Vini Vino,2016,N,Y,N,N,N
Les Presbytere AOP Faugeres Rouge,2017,Mas D'Alezon & Clovallon,France,Languedoc,Red,750,"Grenache, Cinsault, Carignan",,,37,,3.5,1,8,7,7,,68,35,,https://www.vivino.com/mas-d-alezon-le-presbytere-faugeres/w/1253651?year=2017,$59.00,Vini Vino,2017,N,Y,N,N,N
Les Vallon Pinot Noir,2017,Mas D'Alezon & Clovallon,France,Languedoc,Red,750,Pinot Noir,,,45,,,,,,,,,,,,,,,N,Y,N,N,N
T'air D'OC Sauvignon Blanc IGP Pays D'OC,2018,Domaine Gayda,France,Languedoc,White,750,Savignon Blanc,,,25,,3.5,1,5,5,,,18,34,,https://www.vivino.com/domaine-gayda-t-air-d-oc-sauvignon-blanc/w/1123301?year=2018,,,,Y,N,N,N,N
T'air D'OC Sauvignon Blanc IGP Pays D'OC,2019,Domaine Gayda,France,Languedoc,White,750,Savignon Blanc,,,25,,3.3,1,5,5,,,,34,,https://www.vivino.com/domaine-gayda-t-air-d-oc-sauvignon-blanc/w/1123301?year=2019,,,,Y,N,N,N,N
"T'air D""OC Syrah IGP Pays D'OC",2018,Domaine Gayda,France,Languedoc,Red,750,Syrah,,,25,,3.3,2,7,7,6,,,21,,https://www.vivino.com/domaine-gayda-t-air-d-oc-syrah/w/1123298?year=2018,,,,Y,N,N,N,N
Chardonnay IGP Pays D'OC,2017,Domaine Gayda,France,Languedoc,,750,Chardonnay,,,28,,,,,,,,,,,,,,,N,Y,N,N,N
Grenache IGP Pays D'OC,2017,Domaine Gayda,France,Languedoc,,750,Grenache,,,28,,,,,,,,,,,,,,,N,Y,N,N,N
La Minuette Rose IGP Pays D'OC,2018,Domaine Gayda,France,Languedoc,Rose,750,Mourvedre & Sauvignon Gris,,,31,,3.9,1,5,7,,,54,10,This vintage rates better than any other year for this wine. Popular among Vivino users. More than 50 ratings,https://www.vivino.com/domaine-gayda-la-minuette-rose/w/5426770?year=2018,,,,N,Y,N,N,N
Figure Libre Freestyle Blanc IGP Pays D'OC,2014,Domaine Gayda,France,Languedoc,White,750,Grenache Blanc et Gris & Maccabeu ,,,35,,3.7,2,5,4,,,242,57,Popular among Vivino users. More than 200 ratings,https://www.vivino.com/domaine-gayda-figure-libre-freestyle-blanc/w/1584508?year=2014,$59.00,Vini Vino,2016,N,Y,N,N,N
Figure Libre Freestyle Blanc IGP Pays D'OC,2016,Domaine Gayda,France,Languedoc,White,750,Grenache Blanc et Gris & Maccabeu ,,,35,,3.7,2,5,4,,,185,57,,https://www.vivino.com/domaine-gayda-figure-libre-freestyle-blanc/w/1584508?year=2016,$59.00,Vini Vino,2016,N,Y,N,N,N
Figure Libre Freestyle Blanc IGP Pays D'OC,2018,Domaine Gayda,France,Languedoc,White,750,Grenache Blanc et Gris & Maccabeu ,,,35,,3.7,2,5,4,,,16,57,,https://www.vivino.com/domaine-gayda-figure-libre-freestyle-blanc/w/1584508?year=2018,$59.00,Vini Vino,2016,N,Y,N,N,N
Figure Libre Freestyle Rouge IGP Pays D'OC,2017,Domaine Gayda,France,Languedoc,Red,750,"Syrah, Grenache Noir, Carignan & Mourvedre",,,35,,3.7,1,8,7,6,,187,97,,https://www.vivino.com/domaine-gayda-figure-libre-freestyle-rouge/w/2503569?year=2017,$59.00,Vini Vino,2017,N,Y,N,N,N
Figure Libre Freestyle Rouge IGP Pays D'OC,2018,Domaine Gayda,France,Languedoc,Red,750,"Syrah, Grenache Noir, Carignan & Mourvedre",,,35,,3.8,1,8,7,6,,28,97,,https://www.vivino.com/domaine-gayda-figure-libre-freestyle-rouge/w/2503569?year=2018,$59.00,Vini Vino,2017,N,Y,N,N,N
Figure Libre Freestyle Cabernet Franc IGP Pays D'OC,2016,Domaine Gayda,France,Languedoc,Red,750,Cabernet Franc,,,43,,3.9,2,8,7,6,,352,145,This vintage rates better than any other year for this wine. Popular among Vivino users. More than 300 ratings,https://www.vivino.com/domaine-gayda-figure-libre-cabernet-franc/w/1123288?year=2016,,,,N,Y,N,N,N
Figure Libre Freestyle Cabernet Franc IGP Pays D'OC,2018,Domaine Gayda,France,Languedoc,Red,750,Cabernet Franc,,,43,,3.8,2,8,7,6,,,145,,https://www.vivino.com/domaine-gayda-figure-libre-cabernet-franc/w/1123288?year=2018,,,,N,Y,N,N,N
Chemin de Moscou Pays D'OC,2017,Domaine Gayda,France,Languedoc,Red,750,"Syrah, Grenache & Cinsault",,,59,,3.9,2,8,7,6,,31,304,,https://www.vivino.com/domaine-gayda-chemin-de-moscou/w/1123283?year=2017,$86.00,Vini Vino,2015,N,Y,N,N,N
Riesling (In Stelvin) ,2018,Fritz Haag,Germany,Mosel,White ,750,Riesling ,,,36,3.9,3,4,10,,,,83,119,,https://www.vivino.com/fritz-haag-riesling/w/1132925?year=2018,,,,N,N,N,Y,N
Brauneberger Riesling Kabinett,2018,Fritz Haag,Germany,Mosel,White ,750,Riesling ,,,42,3.9,4,5,10,,,,12,152,,https://www.vivino.com/fritz-haag-brauneberger-riesling-kabinett/w/76599?year=2018,,,,N,N,N,Y,N
Brauneberger Juffer Riesling Spatlese,2016,Fritz Haag,Germany,Mosel,White ,750,Riesling ,RP,95,46,4,4,5,10,,,,178,123,Popular among Vivino users. More than 100 ratings,https://www.vivino.com/fritz-haag-brauneberger-juffer-riesling-spatlese/w/76602?year=2016,$70.00,Vini Vino,2016,N,N,N,Y,N
Brauneberger Juffer Sonnenuhur Riesling Auslese - Pint,2016,Fritz Haag,Germany,Mosel,White ,375,Riesling ,RP,95,39,4.3,6,5,9,,,,75,105,,https://www.vivino.com/fritz-haag-brauneberger-juffer-sonnenuhr-riesling-auslese/w/1131392?year=2016,$62.00,Vini Vino,2016,N,N,N,Y,N
Juffer Riesling Auslese - Gold Cap,2017,Fritz Haag,Germany,Mosel,White ,750,Riesling ,,,49,,,,,,,,,,,,,,,N,N,N,Y,N
"Brauneberger Juffer Sonnenuhur Riesling Auslese, Gold Cap",2016,Fritz Haag,Germany,Mosel,White ,750,Riesling ,RP,97,59,4.3,6,5,9,,,,75,105,,https://www.vivino.com/fritz-haag-brauneberger-juffer-sonnenuhr-riesling-auslese/w/1131392?year=2016,$124.00,Vini Vino,2016,N,N,N,Y,N
"Brauneberger Juffer Sonnenuhur Riesling Auslese, Gold Cap",2017,Fritz Haag,Germany,Mosel,White ,750,Riesling ,RP,98,63,4.2,6,5,9,,,,56,105,,https://www.vivino.com/fritz-haag-brauneberger-juffer-sonnenuhr-riesling-auslese/w/1131392?year=2017,$124.00,Vini Vino,2016,N,N,N,Y,N
Bel Star Prosecco DOC (Sugar: 9g/L),NV,Valdobbiadane Bisol,Italy,Veneto,Sparkling ,750,Glera,,,32,,3.7,8,3,7,,,3629,283,Great value for money. Similar wines usually cost 3 times as much.,https://www.vivino.com/belstar-prosecco/w/1172197?year=NV,,,,N,N,N,N,N
Bel Star Cuvee Rose (Sugar: 14g/L,NV,Valdobbiadane Bisol,Italy,Veneto,Sparkling ,750,"Merlot, Pinot Nero, Savvignon",,,32,,3.7,,,,,,925,,,https://www.vivino.com/belstar-cuvee-rose/w/2371555?year=NV,,,,N,N,N,N,N
Bel Star Cult Prosecco DOC (Sugar: 16g/L),NV,Valdobbiadane Bisol,Italy,Veneto,Sparkling ,750,Glera,,,34,,3.6,8,3,8,,,856,73,,https://www.vivino.com/belstar-prosecco-cult/w/2597906?year=NV,$46.00,Vini Vino,NV,N,N,N,N,N
Jeio Prosecco di Valdobbiadane DOGG (Sugar: 9g/L),NV,Valdobbiadane Bisol,Italy,Veneto,Sparkling ,750,"Glera, Pinot Bianco, Verdiso, Chardonnay",JS,91,38,,,,,,,,,,,,,,,N,N,N,Y,N
Crede Prosecco di Valdobbiadane DOGG - Pint,2014,Valdobbiadane Bisol,Italy,Veneto,Sparkling ,350,"Glera, Pinot Bianco, Verdiso",,,25,,,,,,,,,,,,,,,N,N,Y,Y,N
Crede Prosecco di Valdobbiadane DOGG (Sugar: 12g/l),2014,Valdobbiadane Bisol,Italy,Veneto,Sparkling ,750,"Glera, Pinot Bianco, Verdiso",,,42,,,,,,,,,,,,,,,N,N,Y,Y,N
Crede Prosecco di Valdobbiadane DOGG (Sugar: 12g/l),2015,Valdobbiadane Bisol,Italy,Veneto,Sparkling ,750,"Glera, Pinot Bianco, Verdiso",JS,92,43,,,,,,,,,,,,,,,N,N,Y,Y,N
Crede Prosecco di Valdobbiadane DOGG (Sugar: 12g/l),2017,Valdobbiadane Bisol,Italy,Veneto,Sparkling ,750,"Glera, Pinot Bianco, Verdiso",JS,91,43,,,,,,,,,,,,,,,N,N,Y,Y,N
Crede Prosecco di Valdobbiadane DOGG - Magnum *Limited*,2014,Valdobbiadane Bisol,Italy,Veneto,Sparkling ,1500,"Glera, Pinot Bianco, Verdiso",,,84,Limited,,,,,,,,,,,,,,N,N,Y,Y,N
Crede Prosecco di Valdobbiadane DOGG - Jeroboam,2014,Valdobbiadane Bisol,Italy,Veneto,Sparkling ,3000,"Glera, Pinot Bianco, Verdiso",,,198,,,,,,,,,,,,,,,N,N,Y,Y,N
Cartizze Valdobbiadane Superiore di Cartizze  DOGG (Sugar: 23g/l),2016,Valdobbiadane Bisol,Italy,Veneto,Sparkling ,750,"Glera, Pinot Bianco, Verdiso",,,61,,4,8,2,7,,,86,31,This vintage rates better than any other year for this wine,https://www.vivino.com/bisol-cartizze-prosecco-di-valdobbiadene-superiore/w/1898901?year=2016,,,,N,N,Y,Y,N
Millesimato Talento Metodo Classico Brut (Sugar: 5g/l),2003,Valdobbiadane Bisol,Italy,Veneto,Sparkling ,750,"Pinot Bianco, Chardonnay, Pinot Nero",,,63,,,,,,,,,,,,,,,N,N,N,Y,N
Grappa di Cartizze ,2010,Valdobbiadane Bisol,Italy,Veneto,Sparkling ,750,Glera (Presecco),,,62,Limited,,,,,,,,,,,,,,N,N,N,N,N
Soave Classico DOC,2015,Villa Girardi,Italy,Veneto,White,750,"Garganega, Trebbiano Veronese",,,32,,3,1,4,7,,,22,13,,https://www.vivino.com/villa-girardi-soave-classico/w/92385?year=2015,,,,N,N,N,N,N
Soave Classico DOC,2017,Villa Girardi,Italy,Veneto,White,750,"Garganega, Trebbiano Veronese",,,32,,3.8,1,4,7,,,30,13,This vintage rates better than any other year for this wine. Popular among Vivino users. More than 30 ratings,https://www.vivino.com/villa-girardi-soave-classico/w/92385?year=2017,,,,N,N,N,N,N
Valpolicella Classico DOC,2018,Villa Girardi,Italy,Veneto,Red,750,Corvina Veronese blend,,,35,,3.6,2,5,7,4,,33,36,,https://www.vivino.com/villa-girardi-valpolicella-classico/w/92395?year=2018,,,,N,N,N,N,N
"""Bure Alto"" Ripassa Valpolicella Classico Superiore",2014,Villa Girardi,Italy,Veneto,Red,750,Corvina Veronese blend,,,48,,3.9,3,8,2,4,,787,176,Popular among Vivino users. More than 700 ratings,https://www.vivino.com/villa-girardi-bure-alto-valpolicella-ripasso-classico-superiore/w/92376?year=2014,$68.00,Vini Vino,2015,N,N,N,N,N
"""Bure Alto"" Ripassa Valpolicella Classico Superiore",2015,Villa Girardi,Italy,Veneto,Red,750,Corvina Veronese blend,,,48,,3.9,3,8,2,4,,408,176,,https://www.vivino.com/villa-girardi-bure-alto-valpolicella-ripasso-classico-superiore/w/92376?year=2015,$68.00,Vini Vino,2015,N,N,N,N,N
Amarone della Valpolicella Classico DOCG - Pint,2013,Villa Girardi,Italy,Veneto,Red,375,Corvina Veronese blend,,,49,,,,,,,,,,,,,,,N,N,N,N,N
Amarone della Valpolicella Classico DOCG,2013,Villa Girardi,Italy,Veneto,Red,750,Corvina Veronese blend,,,94,,4.2,6,10,3,2,,301,187,,https://www.vivino.com/villa-girardi-amarone-della-valpolicella-classico/w/1176151?year=2013,,,,N,N,N,N,N
Amarone della Valpolicella Classico DOCG,2015,Villa Girardi,Italy,Veneto,Red,750,Corvina Veronese blend,,,,,4.3,6,10,3,2,,151,187,,https://www.vivino.com/villa-girardi-amarone-della-valpolicella-classico/w/1176151?year=2015,,,,N,N,N,N,N
Amarone della Valpolicella Classico DOCG - Magnum,2015,Villa Girardi,Italy,Veneto,Red,1500,Corvina Veronese blend,,,210,,4.3,6,10,3,2,,151,187,,https://www.vivino.com/villa-girardi-amarone-della-valpolicella-classico/w/1176151?year=2015,,,,N,N,N,N,N
Amarone della Valpolicella Classico DOCG - Jeroboam,2015,Villa Girardi,Italy,Veneto,Red,3000,Corvina Veronese blend,,,390,,4.3,6,10,3,2,,151,187,,https://www.vivino.com/villa-girardi-amarone-della-valpolicella-classico/w/1176151?year=2015,,,,N,N,N,N,N
"""Opera San Pietro"" Amarone della Valpolicella Classico DOCG",2010,Villa Girardi,Italy,Veneto,Red,750,Corvina Veronese blend,,,122,,4.4,6,9,4,4,,48,13,Popular among Vivino users. More than 40 ratings,https://www.vivino.com/villa-girardi-opere-di-san-pietro-amarone/w/1229913?year=2010,,,,N,N,N,N,N
"Grappa di Recioto ""Le Mandolare""",NV,Villa Girardi,Italy,Veneto,Red,350,,,,65,,,,,,,,,,,,,,,N,N,N,N,N
"Grappa di Amarone ""Opera di San Pietro""",NV,Villa Girardi,Italy,Veneto,Red,350,,,,65,,4.4,6,9,4,4,,176,13,Among top 1% of all wines in the world (N.V. Vintage),https://www.vivino.com/villa-girardi-opere-di-san-pietro-amarone/w/1229913?year=U.V.,$165.00,Vini Vino,NV,N,N,N,N,N
"Grappa di Amarone ""Bure Alto""",NV,Villa Girardi,Italy,Veneto,Red,700,,,,88,,,,,,,,,,,,,,,N,N,N,N,N
Valpolicella Classico DOC,2017,Nicolis,Italy,Veneto,Red,750,"Corvina, Rondinella & Molinara",,,34,,3.4,2,5,7,4,,89,55,,https://www.vivino.com/nicolis-angelo-e-figli-valpolicella-classico/w/13913?year=2017,,,,N,Y,Y,Y,N
"""SECCAL"" Valpolicella Classico DOC Superiore Ripasso",2015,Nicolis,Italy,Veneto,Red,750,"Corvina, Rondinella, Molinara & Croatina",JS,90,48,,4,3,8,2,4,,511,167,"Popular among Vivino users. More than 500 ratings. 
Among top 3% of all wines in the world",https://www.vivino.com/nicolis-angelo-e-figli-seccal-valpolicella-ripasso-classico-superiore/w/13918?year=2015,$65.00,Vini Vino,2015,N,Y,Y,Y,N
"""SECCAL"" Valpolicella Classico DOC Superiore Ripasso",2016,Nicolis,Italy,Veneto,Red,750,"Corvina, Rondinella, Molinara & Croatina",JS,90,48,,3.9,3,8,2,4,,447,167,,https://www.vivino.com/nicolis-angelo-e-figli-seccal-valpolicella-ripasso-classico-superiore/w/13918?year=2016,$65.00,Vini Vino,2015,N,Y,Y,Y,N
Amarone della Valpolicella Classico DOCG,2012,Nicolis,Italy,Veneto,Red,750,"Corvina, Rondinella, Molinara & Croatina",JS,92,95,,4,6,10,3,3,,195,168,,https://www.vivino.com/nicolis-angelo-e-figli-amarone-della-valpolicella-classico/w/1267982?year=2012,$122.00,Vini Vino,2012,N,Y,Y,Y,N
Amarone della Valpolicella Classico DOCG - Magnum,2012,Nicolis,Italy,Veneto,Red,1500,"Corvina, Rondinella, Molinara & Croatina",JS,92,230,,4,6,10,3,3,,195,168,,https://www.vivino.com/nicolis-angelo-e-figli-amarone-della-valpolicella-classico/w/1267982?year=2012,$122.00,Vini Vino,2012,N,Y,Y,Y,N
AMBROSAN Amarone della Valpolicella Classico DOC,2009,Nicolis,Italy,Veneto,Red,750,"Corvina, Rondinella & Croatina",JS,95,126,,4.4,6,10,3,3,,284,175,,https://www.vivino.com/nicolis-angelo-e-figli-ambrosan-amarone-della-valpolicella-classico/w/13923?year=2009,$152.00,Vini Vino,2009,N,Y,Y,Y,N
"""SECCAL"" Valpolicella Classico DOC Superiore Ripasso",2005,Nicolis,Italy,Veneto,Red,750,"Corvina, Rondinella, Molinara & Croatina",,,78,,4.1,3,8,2,4,,15,167,,https://www.vivino.com/nicolis-angelo-e-figli-seccal-valpolicella-ripasso-classico-superiore/w/13918?year=2005,$65.00,Vini Vino,2015,N,Y,Y,Y,N
Amarone della Valpolicella Classico DOCG - Magnum,2015,Nicolis,Italy,Veneto,Red,1500,"Corvina, Rondinella, Molinara & Croatina",JS,90,265,,4.2,6,10,3,3,,,169,,https://www.vivino.com/nicolis-angelo-e-figli-amarone-della-valpolicella-classico/w/1267982?year=2015,$122.00,Vini Vino,2012,N,Y,Y,Y,N
AMBROSAN Amarone della Valpolicella Classico DOC - Magnum,2000,Nicolis,Italy,Veneto,Red,1500,"Corvina, Rondinella, Molinara & Croatina",,,620,,4.5,6,10,3,3,,70,175,,https://www.vivino.com/nicolis-angelo-e-figli-ambrosan-amarone-della-valpolicella-classico/w/13923?year=2000,$152.00,Vini Vino,2009,N,N,N,N,N
San Vincenzo,2017,Anselmi,Italy,Veneto,Red,750,"Garganega, Chardonnay & Savvignon Blanc",,,39,,3.9,3,8,6,,,730,578,,https://www.vivino.com/roberto-anselmi-san-vincenzo/w/91463?year=2017,,,,N,N,N,N,N
San Vincenzo,2018,Anselmi,Italy,Veneto,Red,750,"Garganega, Chardonnay & Savvignon Blanc",,,39,,3.8,3,8,6,,,609,578,,https://www.vivino.com/roberto-anselmi-san-vincenzo/w/91463?year=2018,,,,N,N,N,N,N
1 Capitelli,2015,Anselmi,Italy,Veneto,Red,750,Garganega & Savvignon Blanc,,,46,,4.3,,,,,,146,,Popular among Vivino users. More than 100 ratings. Among top 1% of all wines in the world,https://www.vivino.com/roberto-anselmi-i-capitelli/w/91459?year=2015,,,,N,N,N,N,N
Palas Barbaresco DOCG,2014,Michele Chiarlo,Italy,Piedmont,Red,750,Nebbiolo,,,60,,3.8,1,8,10,9,,85,24,Good value for money. Similar wines usually cost 34% more.,https://www.vivino.com/michele-chiarlo-palas-barbaresco-barbaresco-red-wine-v-lyxh5/w/5666325?year=2014,$76.00,Vini Vino,2014,N,N,N,N,N
Palas Barbaresco DOCG,2016,Michele Chiarlo,Italy,Piedmont,Red,750,Nebbiolo,,,60,,3.9,1,8,10,9,,,24,,https://www.vivino.com/michele-chiarlo-palas-barbaresco-barbaresco-red-wine-v-lyxh5/w/5666325?year=2016,$76.00,Vini Vino,2014,N,N,N,N,N
Palas Barolo DOCG,2013,Michele Chiarlo,Italy,Piedmont,Red,750,Nebbiolo,,,68,,3.9,1,8,10,9,,309,72,Popular among Vivino users. More than 300 ratings,https://www.vivino.com/michele-chiarlo-palas-barolo/w/2677179?year=2013,$89.00,Vini Vino,2013,N,N,N,N,N
Palas Barolo DOCG,2015,Michele Chiarlo,Italy,Piedmont,Red,750,Nebbiolo,,,68,,3.9,1,8,10,9,,46,72,,https://www.vivino.com/michele-chiarlo-palas-barolo/w/2677179?year=2015,$89.00,Vini Vino,2013,N,N,N,N,N
Le Madri Roero Arneis DOCG,2016,Michele Chiarlo,Italy,Piedmont,White ,750,Arneis,,,41,,3.6,3,7,6,,,179,93,,https://www.vivino.com/michele-chiarlo-le-madri-arneis-roero/w/1204941?year=2016,$58.00,Vini Vino,2016,N,N,N,N,N
Le Madri Roero Arneis DOCG,2018,Michele Chiarlo,Italy,Piedmont,White ,750,Arneis,,,41,,3.6,3,7,6,,,140,93,,https://www.vivino.com/michele-chiarlo-le-madri-arneis-roero/w/1204941?year=2018,$58.00,Vini Vino,2016,N,N,N,N,N
Le Marne Gavi DOCG,2017,Michele Chiarlo,Italy,Piedmont,White ,750,Cortese,,,40,,3.8,1,2,9,,,246,197,,https://www.vivino.com/michele-chiarlo-le-marne-gavi/w/1173926?year=2017,,,,N,N,N,N,N
Le Marne Gavi DOCG,2018,Michele Chiarlo,Italy,Piedmont,White ,750,Cortese,,,40,,3.9,1,2,9,,,36,197,This vintage rates better than any other year for this wine,https://www.vivino.com/michele-chiarlo-le-marne-gavi/w/1173926?year=2018,,,,N,N,N,N,N
Nivole Moscata d'Asti DOCG ,2018,Michele Chiarlo,Italy,Piedmont,Sparkling ,750,Moscato,JS,91,33,,4.2,,3,4,,1,369,629,,https://www.vivino.com/michele-chiarlo-moscato-d-asti-nivole/w/86559?year=2018,$45.00,Vini Vino,2018,N,N,N,N,N
Nivole Moscata d'Asti DOCG - Pint,2016,Michele Chiarlo,Italy,Piedmont,Sparkling ,375,Moscato,,,19,,4.1,,3,4,,1,78,629,,https://www.vivino.com/michele-chiarlo-moscato-d-asti-nivole/w/86559?year=2016,$45.00,Vini Vino,2018,N,N,N,N,N
Nivole Moscata d'Asti DOCG - Pint,2019,Michele Chiarlo,Italy,Piedmont,Sparkling ,375,Moscato,,,19,,4.2,,3,4,,1,,629,,https://www.vivino.com/michele-chiarlo-moscato-d-asti-nivole/w/86559?year=2019,$45.00,Vini Vino,2018,N,N,N,N,N
Le Orme Barbera d'Asti DOCG,2016,Michele Chiarlo,Italy,Piedmont,Red ,750,Moscato,JS,91,38,,3.9,2,6,8,3,,142,42,This vintage rates better than any other year for this wine. Among top 5% of all wines in the world,https://www.vivino.com/michele-chiarlo-barbera-d-asti-le-orme-barbera-dasti-red-wine/w/5974070?year=2016,,,,N,N,N,N,N
Reyna Barbaresco DOCG,2014,Michele Chiarlo,Italy,Piedmont,Red ,750,Moscato,JS,91,79,,3.8,2,8,10,9,,205,202,,https://www.vivino.com/michele-chiarlo-barbaresco-reyna/w/86557?year=2014,$105.00,Vini Vino,2014,N,N,N,N,N
